0,mains,mains,kitchen_outlets,lighting,stove,microwave,washer_dryer,kitchen_outlets,refrigerator,dishwaser,disposal
2011-04-18 00:12:00,,,,,,,,,,,
2011-04-18 00:13:00,,,,,,,,,,,
2011-04-18 00:14:00,,,,,,,,,,,
2011-04-18 00:15:00,,,,,,,,,,,
2011-04-18 00:16:00,,,,,,,,,,,
2011-04-18 00:17:00,,,,,,,,,,,
2011-04-18 00:18:00,,,,,,,,,,,
2011-04-18 00:19:00,,,,,,,,,,,
2011-04-18 00:20:00,,,,,,,,,,,
2011-04-18 00:21:00,,,,,,,,,,,
2011-04-18 00:22:00,,,,,,,,,,,
2011-04-18 00:23:00,,,,,,,,,,,
2011-04-18 00:24:00,,,,,,,,,,,
2011-04-18 00:25:00,,,,,,,,,,,
2011-04-18 00:26:00,,,,,,,,,,,
2011-04-18 00:27:00,,,,,,,,,,,
2011-04-18 00:28:00,,,,,,,,,,,
2011-04-18 00:29:00,,,,,,,,,,,
2011-04-18 00:30:00,,,,,,,,,,,
2011-04-18 00:31:00,,,,,,,,,,,
2011-04-18 00:32:00,,,,,,,,,,,
2011-04-18 00:33:00,,,,,,,,,,,
2011-04-18 00:34:00,,,,,,,,,,,
2011-04-18 00:35:00,,,,,,,,,,,
2011-04-18 00:36:00,,,,,,,,,,,
2011-04-18 00:37:00,,,,,,,,,,,
2011-04-18 00:38:00,,,,,,,,,,,
2011-04-18 00:39:00,,,,,,,,,,,
2011-04-18 00:40:00,,,,,,,,,,,
2011-04-18 00:41:00,,,,,,,,,,,
2011-04-18 00:42:00,,,,,,,,,,,
2011-04-18 00:43:00,,,,,,,,,,,
2011-04-18 00:44:00,,,,,,,,,,,
2011-04-18 00:45:00,,,,,,,,,,,
2011-04-18 00:46:00,,,,,,,,,,,
2011-04-18 00:47:00,,,,,,,,,,,
2011-04-18 00:48:00,,,,,,,,,,,
2011-04-18 00:49:00,,,,,,,,,,,
2011-04-18 00:50:00,,,,,,,,,,,
2011-04-18 00:51:00,,,,,,,,,,,
2011-04-18 00:52:00,,,,,,,,,,,
2011-04-18 00:53:00,,,,,,,,,,,
2011-04-18 00:54:00,,,,,,,,,,,
2011-04-18 00:55:00,,,,,,,,,,,
2011-04-18 00:56:00,,,,,,,,,,,
2011-04-18 00:57:00,,,,,,,,,,,
2011-04-18 00:58:00,,,,,,,,,,,
2011-04-18 00:59:00,,,,,,,,,,,
2011-04-18 01:00:00,,,,,,,,,,,
2011-04-18 01:01:00,,,,,,,,,,,
2011-04-18 01:02:00,,,,,,,,,,,
2011-04-18 01:03:00,,,,,,,,,,,
2011-04-18 01:04:00,,,,,,,,,,,
2011-04-18 01:05:00,,,,,,,,,,,
2011-04-18 01:06:00,,,,,,,,,,,
2011-04-18 01:07:00,,,,,,,,,,,
2011-04-18 01:08:00,,,,,,,,,,,
2011-04-18 01:09:00,,,,,,,,,,,
2011-04-18 01:10:00,,,,,,,,,,,
2011-04-18 01:11:00,,,,,,,,,,,
2011-04-18 01:12:00,,,,,,,,,,,
2011-04-18 01:13:00,,,,,,,,,,,
2011-04-18 01:14:00,,,,,,,,,,,
2011-04-18 01:15:00,,,,,,,,,,,
2011-04-18 01:16:00,,,,,,,,,,,
2011-04-18 01:17:00,,,,,,,,,,,
2011-04-18 01:18:00,,,,,,,,,,,
2011-04-18 01:19:00,,,,,,,,,,,
2011-04-18 01:20:00,,,,,,,,,,,
2011-04-18 01:21:00,,,,,,,,,,,
2011-04-18 01:22:00,,,,,,,,,,,
2011-04-18 01:23:00,,,,,,,,,,,
2011-04-18 01:24:00,,,,,,,,,,,
2011-04-18 01:25:00,,,,,,,,,,,
2011-04-18 01:26:00,,,,,,,,,,,
2011-04-18 01:27:00,,,,,,,,,,,
2011-04-18 01:28:00,,,,,,,,,,,
2011-04-18 01:29:00,,,,,,,,,,,
2011-04-18 01:30:00,,,,,,,,,,,
2011-04-18 01:31:00,,,,,,,,,,,
2011-04-18 01:32:00,,,,,,,,,,,
2011-04-18 01:33:00,,,,,,,,,,,
2011-04-18 01:34:00,,,,,,,,,,,
2011-04-18 01:35:00,,,,,,,,,,,
2011-04-18 01:36:00,,,,,,,,,,,
2011-04-18 01:37:00,,,,,,,,,,,
2011-04-18 01:38:00,,,,,,,,,,,
2011-04-18 01:39:00,,,,,,,,,,,
2011-04-18 01:40:00,,,,,,,,,,,
2011-04-18 01:41:00,,,,,,,,,,,
2011-04-18 01:42:00,,,,,,,,,,,
2011-04-18 01:43:00,,,,,,,,,,,
2011-04-18 01:44:00,,,,,,,,,,,
2011-04-18 01:45:00,34.7636,293.1592,,,,,,,,,
2011-04-18 01:46:00,,,,,,,,,,,
2011-04-18 01:47:00,,,,,,,,,,,
2011-04-18 01:48:00,,,,,,,,,,,
2011-04-18 01:49:00,,,,,,,,,,,
2011-04-18 01:50:00,,,,,,,,,,,
2011-04-18 01:51:00,,,,,,,,,,,
2011-04-18 01:52:00,,,,,,,,,,,
2011-04-18 01:53:00,,,,,,,,,,,
2011-04-18 01:54:00,,,,,,,,,,,
2011-04-18 01:55:00,,,,,,,,,,,
2011-04-18 01:56:00,,,,,,,,,,,
2011-04-18 01:57:00,,,,,,,,,,,
2011-04-18 01:58:00,,,,,,,,,,,
2011-04-18 01:59:00,,,,,,,,,,,
2011-04-18 02:00:00,,,,,,,,,,,
2011-04-18 02:01:00,,,,,,,,,,,
2011-04-18 02:02:00,,,,,,,,,,,
2011-04-18 02:03:00,,,,,,,,,,,
2011-04-18 02:04:00,,,,,,,,,,,
2011-04-18 02:05:00,,,,,,,,,,,
2011-04-18 02:06:00,,,,,,,,,,,
2011-04-18 02:07:00,,,,,,,,,,,
2011-04-18 02:08:00,,,,,,,,,,,
2011-04-18 02:09:00,,,,,,,,,,,
2011-04-18 02:10:00,,,,,,,,,,,
2011-04-18 02:11:00,,,,,,,,,,,
2011-04-18 02:12:00,,,,,,,,,,,
2011-04-18 02:13:00,,,,,,,,,,,
2011-04-18 02:14:00,,,,,,,,,,,
2011-04-18 02:15:00,,,,,,,,,,,
2011-04-18 02:16:00,,,,,,,,,,,
2011-04-18 02:17:00,,,,,,,,,,,
2011-04-18 02:18:00,34.855,279.981428571,,,,,,,,,
2011-04-18 02:19:00,,,,,,,,,,,
2011-04-18 02:20:00,,,,,,,,,,,
2011-04-18 02:21:00,,,,,,,,,,,
2011-04-18 02:22:00,,,,,,,,,,,
2011-04-18 02:23:00,,,,,,,,,,,
2011-04-18 02:24:00,,,,,,,,,,,
2011-04-18 02:25:00,,,,,,,,,,,
2011-04-18 02:26:00,,,,,,,,,,,
2011-04-18 02:27:00,,,,,,,,,,,
2011-04-18 02:28:00,,,,,,,,,,,
2011-04-18 02:29:00,,,,,,,,,,,
2011-04-18 02:30:00,,,,,,,,,,,
2011-04-18 02:31:00,,,,,,,,,,,
2011-04-18 02:32:00,,,,,,,,,,,
2011-04-18 02:33:00,,,,,,,,,,,
2011-04-18 02:34:00,,,,,,,,,,,
2011-04-18 02:35:00,,,,,,,,,,,
2011-04-18 02:36:00,,,,,,,,,,,
2011-04-18 02:37:00,,,,,,,,,,,
2011-04-18 02:38:00,,,,,,,,,,,
2011-04-18 02:39:00,,,,,,,,,,,
2011-04-18 02:40:00,,,,,,,,,,,
2011-04-18 02:41:00,,,,,,,,,,,
2011-04-18 02:42:00,,,,,,,,,,,
2011-04-18 02:43:00,,,,,,,,,,,
2011-04-18 02:44:00,,,,,,,,,,,
2011-04-18 02:45:00,,,,,,,,,,,
2011-04-18 02:46:00,,,,,,,,,,,
2011-04-18 02:47:00,,,,,,,,,,,
2011-04-18 02:48:00,,,,,,,,,,,
2011-04-18 02:49:00,,,,,,,,,,,
2011-04-18 02:50:00,,,,,,,,,,,
2011-04-18 02:51:00,,,,,,,,,,,
2011-04-18 02:52:00,,,,,,,,,,,
2011-04-18 02:53:00,,,,,,,,,,,
2011-04-18 02:54:00,,,,,,,,,,,
2011-04-18 02:55:00,,,,,,,,,,,
2011-04-18 02:56:00,,,,,,,,,,,
2011-04-18 02:57:00,,,,,,,,,,,
2011-04-18 02:58:00,,,,,,,,,,,
2011-04-18 02:59:00,,,,,,,,,,,
2011-04-18 03:00:00,,,,,,,,,,,
2011-04-18 03:01:00,,,,,,,,,,,
2011-04-18 03:02:00,,,,,,,,,,,
2011-04-18 03:03:00,,,,,,,,,,,
2011-04-18 03:04:00,,,,,,,,,,,
2011-04-18 03:05:00,,,,,,,,,,,
2011-04-18 03:06:00,,,,,,,,,,,
2011-04-18 03:07:00,,,,,,,,,,,
2011-04-18 03:08:00,,,,,,,,,,,
2011-04-18 03:09:00,36.3466666667,420.696666667,,,,,,,,,
2011-04-18 03:10:00,,,,,,,,,,,
2011-04-18 03:11:00,,,,,,,,,,,
2011-04-18 03:12:00,,,,,,,,,,,
2011-04-18 03:13:00,,,,,,,,,,,
2011-04-18 03:14:00,,,,,,,,,,,
2011-04-18 03:15:00,36.2633333333,413.092222222,,,,,,,,,
2011-04-18 03:16:00,,,,,,,,,,,
2011-04-18 03:17:00,,,,,,,,,,,
2011-04-18 03:18:00,,,,,,,,,,,
2011-04-18 03:19:00,,,,,,,,,,,
2011-04-18 03:20:00,,,,,,,,,,,
2011-04-18 03:21:00,,,,,,,,,,,
2011-04-18 03:22:00,,,,,,,,,,,
2011-04-18 03:23:00,,,,,,,,,,,
2011-04-18 03:24:00,,,,,,,,,,,
2011-04-18 03:25:00,,,,,,,,,,,
2011-04-18 03:26:00,,,,,,,,,,,
2011-04-18 03:27:00,,,,,,,,,,,
2011-04-18 03:28:00,,,,,,,,,,,
2011-04-18 03:29:00,,,,,,,,,,,
2011-04-18 03:30:00,35.42,22.4433333333,,,,,,,,,
2011-04-18 03:31:00,35.4172727273,22.4304545455,,,,,,,,,
2011-04-18 03:32:00,,,,,,,,,,,
2011-04-18 03:33:00,,,,,,,,,,,
2011-04-18 03:34:00,,,,,,,,,,,
2011-04-18 03:35:00,,,,,,,,,,,
2011-04-18 03:36:00,,,,,,,,,,,
2011-04-18 03:37:00,,,,,,,,,,,
2011-04-18 03:38:00,,,,,,,,,,,
2011-04-18 03:39:00,,,,,,,,,,,
2011-04-18 03:40:00,,,,,,,,,,,
2011-04-18 03:41:00,,,,,,,,,,,
2011-04-18 03:42:00,35.1066666667,22.3916666667,,,,,,,,,
2011-04-18 03:43:00,35.19,22.39,,,,,,,,,
2011-04-18 03:44:00,,,,,,,,,,,
2011-04-18 03:45:00,,,,,,,,,,,
2011-04-18 03:46:00,,,,,,,,,,,
2011-04-18 03:47:00,,,,,,,,,,,
2011-04-18 03:48:00,,,,,,,,,,,
2011-04-18 03:49:00,,,,,,,,,,,
2011-04-18 03:50:00,,,,,,,,,,,
2011-04-18 03:51:00,,,,,,,,,,,
2011-04-18 03:52:00,,,,,,,,,,,
2011-04-18 03:53:00,,,,,,,,,,,
2011-04-18 03:54:00,,,,,,,,,,,
2011-04-18 03:55:00,,,,,,,,,,,
2011-04-18 03:56:00,,,,,,,,,,,
2011-04-18 03:57:00,,,,,,,,,,,
2011-04-18 03:58:00,,,,,,,,,,,
2011-04-18 03:59:00,,,,,,,,,,,
2011-04-18 04:00:00,15.5571428571,276.341428571,,,,,,,,,
2011-04-18 04:01:00,15.6166666667,275.883333333,,,,,,,,,
2011-04-18 04:02:00,,,,,,,,,,,
2011-04-18 04:03:00,,,,,,,,,,,
2011-04-18 04:04:00,,,,,,,,,,,
2011-04-18 04:05:00,,,,,,,,,,,
2011-04-18 04:06:00,,,,,,,,,,,
2011-04-18 04:07:00,,,,,,,,,,,
2011-04-18 04:08:00,,,,,,,,,,,
2011-04-18 04:09:00,15.5892307692,258.090384615,,,,,,,,,
2011-04-18 04:10:00,15.5953333333,258.0065,,,,,,,,,
2011-04-18 04:11:00,15.5136666667,257.492333333,,,,,,,,,
2011-04-18 04:12:00,15.4098333333,256.926166667,,,,,,,,,
2011-04-18 04:13:00,15.4893333333,256.781833333,,,,,,,,,
2011-04-18 04:14:00,15.4876666667,256.494166667,,,,,,,,,
2011-04-18 04:15:00,15.4908333333,256.182833333,,,,,,,,,
2011-04-18 04:16:00,15.5081666667,256.0685,,,,,,,,,
2011-04-18 04:17:00,15.5356666667,255.906833333,,,,,,,,,
2011-04-18 04:18:00,15.4985,255.982666667,,,,,,,,,
2011-04-18 04:19:00,15.5853333333,256.048333333,,,,,,,,,
2011-04-18 04:20:00,15.5598333333,255.8825,,,,,,,,,
2011-04-18 04:21:00,15.6168333333,255.617,,,,,,,,,
2011-04-18 04:22:00,15.5838333333,205.583666667,,,,,,,,,
2011-04-18 04:23:00,15.8913333333,22.6625,,,,,,,,,
2011-04-18 04:24:00,15.9128333333,22.671,,,,,,,,,
2011-04-18 04:25:00,15.8878333333,22.6626666667,,,,,,,,,
2011-04-18 04:26:00,15.8801666667,22.583,,,,,,,,,
2011-04-18 04:27:00,15.8801666667,22.5228333333,,,,,,,,,
2011-04-18 04:28:00,15.8186666667,22.5108333333,,,,,,,,,
2011-04-18 04:29:00,15.8938333333,22.5021666667,,,,,,,,,
2011-04-18 04:30:00,15.8493333333,22.4848333333,,,,,,,,,
2011-04-18 04:31:00,15.8156666667,22.4621666667,,,,,,,,,
2011-04-18 04:32:00,15.744,22.4715,,,,,,,,,
2011-04-18 04:33:00,15.8221666667,22.4881666667,,,,,,,,,
2011-04-18 04:34:00,15.8196666667,22.481,,,,,,,,,
2011-04-18 04:35:00,15.8166666667,22.5318333333,,,,,,,,,
2011-04-18 04:36:00,15.8686666667,22.5616666667,,,,,,,,,
2011-04-18 04:37:00,15.8733333333,22.562,,,,,,,,,
2011-04-18 04:38:00,15.8053333333,22.5448333333,,,,,,,,,
2011-04-18 04:39:00,15.889,22.553,,,,,,,,,
2011-04-18 04:40:00,15.8681666667,22.5328333333,,,,,,,,,
2011-04-18 04:41:00,15.8246666667,22.5373333333,,,,,,,,,
2011-04-18 04:42:00,15.757,22.5328333333,,,,,,,,,
2011-04-18 04:43:00,15.8036666667,22.5426666667,,,,,,,,,
2011-04-18 04:44:00,15.814,22.5566666667,,,,,,,,,
2011-04-18 04:45:00,15.8116666667,22.5783333333,,,,,,,,,
2011-04-18 04:46:00,15.8238333333,22.5706666667,,,,,,,,,
2011-04-18 04:47:00,15.8615,22.5806666667,,,,,,,,,
2011-04-18 04:48:00,15.8046666667,22.5648333333,,,,,,,,,
2011-04-18 04:49:00,15.878,22.5713333333,,,,,,,,,
2011-04-18 04:50:00,15.8345,22.5478333333,,,,,,,,,
2011-04-18 04:51:00,15.8333333333,22.5366666667,,,,,,,,,
2011-04-18 04:52:00,15.7535,22.536,,,,,,,,,
2011-04-18 04:53:00,15.8231666667,74.051,,,,,,,,,
2011-04-18 04:54:00,15.6095,273.4365,,,,,,,,,
2011-04-18 04:55:00,15.5458333333,265.023,,,,,,,,,
2011-04-18 04:56:00,15.5495,262.975,,,,,,,,,
2011-04-18 04:57:00,15.5666666667,262.702333333,,,,,,,,,
2011-04-18 04:58:00,15.5325,262.280333333,,,,,,,,,
2011-04-18 04:59:00,15.6205,261.607333333,,,,,,,,,
2011-04-18 05:00:00,15.6001666667,260.800833333,,,,,,,,,
2011-04-18 05:01:00,15.4898333333,260.1625,,,,,,,,,
2011-04-18 05:02:00,15.3996666667,259.580333333,,,,,,,,,
2011-04-18 05:03:00,15.4635,259.306,,,,,,,,,
2011-04-18 05:04:00,15.454,258.719333333,,,,,,,,,
2011-04-18 05:05:00,15.4563333333,258.194166667,,,,,,,,,
2011-04-18 05:06:00,15.4705,257.6075,,,,,,,,,
2011-04-18 05:07:00,15.4805,257.383166667,,,,,,,,,
2011-04-18 05:08:00,15.423,257.059166667,,,,,,,,,
2011-04-18 05:09:00,15.5033333333,256.681,,,,,,,,,
2011-04-18 05:10:00,15.4795,256.33,,,,,,,,,
2011-04-18 05:11:00,15.3861666667,255.828,,,,,,,,,
2011-04-18 05:12:00,15.29,255.294333333,,,,,,,,,
2011-04-18 05:13:00,15.353,255.207333333,,,,,,,,,
2011-04-18 05:14:00,15.3588333333,252.777333333,,,,,,,,,
2011-04-18 05:15:00,15.6686666667,22.5666666667,,,,,,,,,
2011-04-18 05:16:00,15.7038333333,22.578,,,,,,,,,
2011-04-18 05:17:00,15.684,22.5345,,,,,,,,,
2011-04-18 05:18:00,15.6268333333,22.5461666667,,,,,,,,,
2011-04-18 05:19:00,15.6908333333,22.5581666667,,,,,,,,,
2011-04-18 05:20:00,15.6626666667,22.5436666667,,,,,,,,,
2011-04-18 05:21:00,15.7174074074,22.5412962963,,,,,,,,,
2011-04-18 05:22:00,15.6557894737,22.5715789474,,,,,,,,,
2011-04-18 05:23:00,15.7056666667,22.5571666667,,,,,,,,,
2011-04-18 05:24:00,15.728,22.5811666667,,,,,,,,,
2011-04-18 05:25:00,15.7,22.5768333333,,,,,,,,,
2011-04-18 05:26:00,15.7073333333,22.5748333333,,,,,,,,,
2011-04-18 05:27:00,15.7221666667,22.589,,,,,,,,,
2011-04-18 05:28:00,15.6696666667,22.5931666667,,,,,,,,,
2011-04-18 05:29:00,15.7636363636,22.6218181818,,,,,,,,,
2011-04-18 05:30:00,,,,,,,,,,,
2011-04-18 05:31:00,15.7029166667,22.5995833333,0.5,8.0,1.0,4.25,4.25,3.75,6.25,0.5,0.0
2011-04-18 05:32:00,15.6316666667,22.601,0.461538461538,8.0,0.692307692308,4.15384615385,4.46153846154,3.23076923077,6.30769230769,0.230769230769,0.0
2011-04-18 05:33:00,15.706,22.6073333333,0.4375,8.0,0.6875,4.125,4.5625,3.5,6.3125,0.1875,0.0
2011-04-18 05:34:00,15.6893333333,22.5956666667,0.375,8.0,0.6875,4.0625,4.3125,3.125,6.5,0.0625,0.0
2011-04-18 05:35:00,15.6723333333,22.5868333333,0.375,8.0,0.6875,4.1875,4.75,3.125,6.5,0.0,0.0
2011-04-18 05:36:00,15.6898333333,22.5963333333,0.125,8.0,0.875,4.0625,4.5,3.0625,6.5,0.0625,0.0
2011-04-18 05:37:00,15.728,22.622,0.125,8.0,0.875,4.1875,4.375,3.25,6.5,0.0625,0.0
2011-04-18 05:38:00,15.7066666667,22.6555,0.4375,8.0,0.9375,4.0625,4.3125,3.3125,6.4375,0.0625,0.0
2011-04-18 05:39:00,15.7833333333,22.6681666667,0.3125,8.0,1.0,4.1875,4.5625,3.375,6.3125,0.0625,0.0
2011-04-18 05:40:00,15.7613333333,22.6583333333,0.1875,8.0,1.0,4.1875,4.1875,3.125,6.5,0.0,0.0
2011-04-18 05:41:00,15.7473333333,22.6351666667,0.4375,8.0,0.75,4.0,4.75,3.5,6.25,0.0625,0.0
2011-04-18 05:42:00,15.6708333333,22.6145,0.25,8.0,0.75,4.1875,4.5,3.1875,6.4375,0.125,0.0
2011-04-18 05:43:00,15.7725,22.6535,0.266666666667,8.0,0.933333333333,4.06666666667,4.86666666667,3.4,6.46666666667,0.0666666666667,0.0
2011-04-18 05:44:00,15.762,22.6463333333,0.4375,8.0,0.8125,4.125,4.6875,3.375,6.3125,0.0625,0.0
2011-04-18 05:45:00,15.744,22.6525,0.25,8.0,0.8125,4.1875,4.6875,3.25,6.25,0.125,0.0
2011-04-18 05:46:00,15.7135,145.391166667,0.25,8.4375,0.4375,4.4375,4.375,3.5625,84.625,0.125,0.0
2011-04-18 05:47:00,15.528,272.275166667,0.0,8.9375,0.0625,4.9375,4.5,3.6875,178.8125,0.125,0.0
2011-04-18 05:48:00,15.4315,265.079333333,0.0,9.0,0.0,4.9375,4.4375,3.5625,170.1875,0.0,0.0
2011-04-18 05:49:00,15.5016666667,263.440166667,0.0,8.875,0.1875,4.9375,4.3125,3.5625,167.9375,0.0,0.0
2011-04-18 05:50:00,15.4756666667,262.732333333,0.0,8.8125,0.1875,4.875,4.3125,3.625,166.3125,0.0625,0.0
2011-04-18 05:51:00,15.473,261.762666667,0.0,9.0,0.125,4.75,4.375,3.8125,165.625,0.125,0.0
2011-04-18 05:52:00,15.3958333333,261.043833333,0.0,8.8,0.0,4.86666666667,4.33333333333,3.6,164.133333333,0.0,0.0
2011-04-18 05:53:00,15.463,260.428166667,0.0,8.9375,0.0625,4.9375,4.5,3.625,163.8125,0.125,0.0
2011-04-18 05:54:00,15.473,259.736833333,0.0,9.0,0.25,4.8125,4.1875,3.6875,162.3125,0.125,0.0
2011-04-18 05:55:00,15.4398333333,259.074333333,0.0,8.94117647059,0.117647058824,4.70588235294,4.52941176471,3.64705882353,162.0,0.0,0.0
2011-04-18 05:56:00,15.4606666667,258.578,0.0,8.86666666667,0.333333333333,4.8,4.33333333333,3.46666666667,161.4,0.0666666666667,0.0
2011-04-18 05:57:00,15.4675,258.244833333,0.0,8.9375,0.125,4.875,4.3125,3.6875,160.875,0.125,0.0
2011-04-18 05:58:00,15.4015,257.813333333,0.0,8.9375,0.0,4.9375,4.0625,3.5,160.125,0.0625,0.0
2011-04-18 05:59:00,15.4855,257.4075,0.0,8.75,0.0,5.0,4.4375,3.6875,159.375,0.0625,0.0
2011-04-18 06:00:00,15.45,257.192333333,0.0,9.0,0.125,5.0,4.5625,3.6875,159.3125,0.0,0.0
2011-04-18 06:01:00,15.5253333333,256.817166667,0.0,8.8125,0.3125,4.875,4.625,3.625,158.75,0.0,0.0
2011-04-18 06:02:00,15.417,256.4315,0.0,8.9375,0.125,4.9375,4.3125,3.4375,159.1875,0.0625,0.0
2011-04-18 06:03:00,15.4941666667,256.325833333,0.0,8.8125,0.375,5.0,4.1875,3.5,158.75,0.0,0.0
2011-04-18 06:04:00,15.4936666667,256.139666667,0.0,8.6875,0.0625,5.0,4.3125,3.625,158.5625,0.0625,0.0
2011-04-18 06:05:00,15.4786666667,256.115166667,0.0,8.9375,0.25,5.0,4.3125,3.5,157.625,0.125,0.0
2011-04-18 06:06:00,15.6191666667,164.645333333,0.4375,8.4375,0.5625,4.5,4.125,3.5,82.4375,0.0625,0.0
2011-04-18 06:07:00,15.8686666667,22.729,0.466666666667,8.0,0.866666666667,4.2,4.26666666667,3.33333333333,6.2,0.0666666666667,0.0
2011-04-18 06:08:00,15.85,22.7622033898,0.5625,8.0,0.9375,4.0625,4.3125,3.375,6.1875,0.125,0.0
2011-04-18 06:09:00,15.933,22.7806666667,0.125,8.0,0.9375,4.0625,4.1875,3.375,6.625,0.125,0.0
2011-04-18 06:10:00,15.8973333333,22.7761666667,0.25,8.0,0.9375,4.125,4.375,3.375,6.75,0.0625,0.0
2011-04-18 06:11:00,15.7891666667,22.759,0.5,8.0,1.0,4.375,4.5625,3.3125,6.4375,0.0,0.0
2011-04-18 06:12:00,15.7176666667,22.7596666667,0.1875,8.0,0.75,4.1875,4.4375,3.1875,6.4375,0.1875,0.0
2011-04-18 06:13:00,15.777,22.7595,0.375,8.0,0.9375,4.125,4.6875,3.375,6.625,0.125,0.0
2011-04-18 06:14:00,15.7981666667,22.7738333333,0.5625,8.0,1.0,4.0625,4.1875,3.25,6.375,0.125,0.0
2011-04-18 06:15:00,15.7928333333,22.7703333333,0.5625,8.0,0.875,4.0,4.125,3.3125,6.625,0.0625,0.0
2011-04-18 06:16:00,15.813,22.7601666667,0.25,8.0,0.9375,4.125,4.3125,3.25,6.375,0.0,0.0
2011-04-18 06:17:00,15.8381666667,22.7758333333,0.6875,8.0,0.8125,4.125,4.375,3.3125,6.375,0.0625,0.0
2011-04-18 06:18:00,15.7833333333,22.7928333333,0.375,8.0,1.0,4.1875,4.625,3.25,6.625,0.0625,0.0
2011-04-18 06:19:00,15.833,22.7881666667,0.133333333333,8.0,1.0,4.13333333333,4.6,3.2,6.73333333333,0.0,0.0
2011-04-18 06:20:00,15.8238333333,22.7925,0.4375,8.0,1.0,4.1875,4.3125,3.1875,6.5625,0.0,0.0
2011-04-18 06:21:00,15.8941666667,22.7888333333,0.375,8.0,1.0,4.25,4.5625,3.5,6.4375,0.0625,0.0
2011-04-18 06:22:00,15.8161666667,22.7678333333,0.375,8.0,0.875,4.125,4.25,3.1875,6.5,0.0625,0.0
2011-04-18 06:23:00,15.8733333333,22.7665,0.5,8.0,1.0,4.0625,4.125,3.3125,6.375,0.1875,0.0
2011-04-18 06:24:00,15.8606666667,22.7665,0.375,8.0,1.0,4.0,4.1875,3.3125,6.5625,0.1875,0.0
2011-04-18 06:25:00,15.8583333333,22.7833333333,0.5625,8.0,0.875,4.0,4.1875,3.375,6.4375,0.1875,0.0
2011-04-18 06:26:00,15.8798333333,22.7896666667,0.466666666667,8.0,0.866666666667,4.06666666667,4.13333333333,3.4,6.6,0.0666666666667,0.0
2011-04-18 06:27:00,15.8848333333,22.7776666667,0.4375,8.0,0.9375,4.1875,4.125,3.375,6.375,0.0625,0.0
2011-04-18 06:28:00,15.8251666667,22.7598333333,0.375,8.0,0.875,4.0,4.1875,3.3125,6.3125,0.0,0.0
2011-04-18 06:29:00,15.8835,22.7635,0.375,8.0,0.875,4.125,4.0625,3.25,6.5625,0.0625,0.0
