0,mains,mains,microwave,lighting,outlets_unknown,furance,outlets_unknown,washer_dryer,washer_dryer,subpanel,subpanel,electric_heat,electric_heat,lighting,outlets_unknown,bathroom_gfi,lighting,refrigerator,lighting,dishwaser,disposal,electronics,lighting,kitchen_outlets,kitchen_outlets,outdoor_outlets
2011-04-18 04:43:00,114.647906977,67.7965116279,4.0,0.0,4.0,6.0,0.142857142857,0.0,0.0,12.5,5.0,0.0,0.0,3.0,0.0,1.0,0.0,0.428571428571,1.14285714286,1.85714285714,0.0,9.28571428571,67.5,0.0,0.0,0.0
2011-04-18 04:44:00,114.738474576,67.9666101695,4.06666666667,0.0,4.0,6.0,0.0,0.0,0.0,12.5,5.0,0.0,0.0,3.0,0.0,1.0,0.0,0.466666666667,1.0,1.66666666667,0.0,9.16666666667,67.5,0.0,0.0,0.0
2011-04-18 04:45:00,114.865833333,68.0195,4.2,0.0,4.0,6.0,0.0666666666667,0.0,0.0,12.5,5.0,0.0,0.0,3.0,0.0,1.0,0.0,0.8,1.0,1.8,0.0,8.33333333333,67.5,0.0,0.166666666667,0.0
2011-04-18 04:46:00,114.894,67.9113333333,4.0625,0.0,4.0,6.0,0.125,0.0,0.0,12.5,5.0,0.0,0.0,3.0,0.0,1.0,0.0,0.625,1.0,1.9375,0.0,8.59375,67.5,0.0,0.0,0.0
2011-04-18 04:47:00,114.859,68.0288333333,4.13333333333,0.0,4.0,6.0,0.0,0.0,0.0,12.5,5.0,0.0,0.0,3.0,0.0,1.0,0.0,0.466666666667,1.0,1.6,0.0,9.0,67.5,0.0,0.0,0.0
2011-04-18 04:48:00,114.856,67.8458333333,4.0,0.0,4.0,6.0,0.0,0.0,0.0,12.5,5.0,0.0,0.0,3.0,0.0,1.0,0.0,0.5,1.07142857143,1.78571428571,0.0,8.92857142857,67.5,0.0,0.178571428571,0.0
2011-04-18 04:49:00,114.860166667,67.8955,4.0,0.0,4.0,6.0625,0.125,0.0,0.0,12.5,5.0,0.0,0.0,3.0,0.0,1.0,0.0,0.375,1.0,1.6875,0.0,8.59375,67.5,0.0,0.0,0.0
2011-04-18 04:50:00,114.8725,67.91,4.13333333333,0.0,4.0,6.06666666667,0.0,0.0,0.0,12.5,5.0,0.0,0.0,3.0,0.0,1.0,0.0,0.666666666667,1.0,1.93333333333,0.0,9.0,67.5,0.0,0.166666666667,0.0
2011-04-18 04:51:00,114.868666667,67.8795,4.13333333333,0.0,4.0,6.0,0.0666666666667,0.0,0.0,12.5,5.0,0.0,0.0,3.0,0.0,1.0,0.0,0.466666666667,1.0,1.86666666667,0.0,9.0,67.5,0.0,0.0,0.0
2011-04-18 04:52:00,114.504333333,67.8583333333,4.13333333333,0.0,4.0,6.0,0.0666666666667,0.0,0.0,12.5,5.0,0.0,0.0,3.0,0.0,1.0,0.0,0.6,1.0,1.73333333333,0.0,8.83333333333,67.5,0.0,0.0,0.0
2011-04-18 04:53:00,114.756166667,67.9891666667,4.06666666667,0.0,4.0,6.0,0.0666666666667,0.0,0.0,12.5,5.0,0.0,0.0,3.0,0.0,1.0,0.0,0.4,1.06666666667,1.53333333333,0.0,9.0,67.5,0.0,0.0,0.0
2011-04-18 04:54:00,115.827,68.0353333333,4.46666666667,0.0,4.0,6.06666666667,0.133333333333,0.0,0.0,12.5,5.0,0.0,0.0,3.0,0.0,1.0,0.0,0.733333333333,1.0,1.4,0.0,9.0,67.5,0.0,0.0,0.0
2011-04-18 04:55:00,115.9075,67.9065,4.375,0.0,4.0,6.0625,0.0625,0.0,0.0,12.5,5.0,0.0,0.0,3.0,0.0,1.0,0.0,0.625,1.0,1.75,0.0,8.28125,67.5,0.0,0.0,0.0
2011-04-18 04:56:00,115.969833333,67.863,4.26666666667,0.0,4.0,6.0,0.0,0.0,0.0,12.5,5.0,0.0,0.0,3.0,0.0,1.0,0.0,0.666666666667,1.0,1.53333333333,0.0,8.5,67.5,0.0,0.0,0.0
2011-04-18 04:57:00,116.12,67.6405555556,4.25,0.0,4.0,6.0,0.166666666667,0.0,0.0,12.5,5.0,0.0,0.0,3.0,0.0,1.0,0.0,0.583333333333,1.0,1.66666666667,0.0,8.33333333333,67.5,0.0,0.0,0.0
2011-04-18 04:58:00,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-18 04:59:00,114.71,67.4333333333,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-18 05:00:00,114.712833333,67.4291666667,3.33333333333,0.0,4.0,6.0,0.0,0.0,0.0,12.5,5.0,0.0,0.0,3.0,0.0,1.0,0.0,0.583333333333,1.0,1.08333333333,0.0,8.95833333333,67.5,0.0,0.0,0.0
2011-04-18 05:01:00,114.605862069,67.4562068966,3.42857142857,0.0,4.0,6.0,0.0,0.0,0.0,12.5,5.0,0.0,0.0,3.0,0.0,1.0,0.0,0.571428571429,1.0,1.14285714286,0.0,8.57142857143,67.5,0.0,0.0,0.0
2011-04-18 05:02:00,114.623833333,67.415,3.33333333333,0.0,4.0,6.06666666667,0.0666666666667,0.0,0.0,12.5,5.0,0.0,0.0,3.0,0.0,1.0,0.0,0.4,1.0,1.0,0.0,8.16666666667,67.5,0.0,0.0,0.0
2011-04-18 05:03:00,114.610666667,67.5335,3.66666666667,0.0,4.0,6.0,0.0666666666667,0.0,0.0,12.5,5.0,0.0,0.0,3.0,0.0,1.0,0.0,0.6,1.0,1.0,0.0,8.5,67.5,0.0,0.0,0.0
2011-04-18 05:04:00,114.613,67.3586666667,3.375,0.0,4.0,6.0,0.0625,0.0,0.0,12.5,5.0,0.0,0.0,3.0,0.0,1.0,0.0,0.5,1.0,1.0625,0.0,8.59375,67.5,0.0,0.0,0.0
2011-04-18 05:05:00,114.691666667,67.4483333333,3.33333333333,0.0,4.0,6.0,0.0666666666667,0.0,0.0,12.5,5.0,0.0,0.0,3.0,0.0,1.0,0.0,0.666666666667,1.0,1.0,0.0,8.66666666667,67.5,0.0,0.0,0.0
2011-04-18 05:06:00,114.789,137.016166667,3.53333333333,0.0,4.0,6.0,0.133333333333,0.0,0.0,12.5,6.0,0.0,0.0,3.0,0.0,1.0,0.0,75.4666666667,1.0,1.0,0.0,8.66666666667,67.5,0.0,0.0,0.0
2011-04-18 05:07:00,114.545333333,213.960833333,3.26666666667,0.0,4.0,6.0,0.0666666666667,0.0,0.0,12.5,7.5,0.0,0.0,3.0,0.0,1.0,0.0,177.333333333,1.06666666667,1.06666666667,0.0,8.16666666667,67.5,0.0,0.0,0.0
2011-04-18 05:08:00,114.467166667,205.977166667,3.2,0.0,4.0,6.0,0.266666666667,0.0,0.0,12.5,7.5,0.0,0.0,3.0,0.0,1.0,0.0,169.466666667,1.0,1.0,0.0,7.83333333333,67.5,0.0,0.0,0.0
2011-04-18 05:09:00,114.200833333,204.525166667,3.5625,0.0,4.0,6.0625,0.1875,0.0,0.0,12.5,7.5,0.0,0.0,3.0,0.0,1.0,0.0,168.25,1.0,1.0625,0.0,8.90625,67.5,0.0,0.0,0.0
2011-04-18 05:10:00,114.594666667,203.200166667,3.4,0.0,4.0,6.0,0.266666666667,0.0,0.0,12.5,7.5,0.0,0.0,3.0,0.0,1.0,0.0,166.533333333,1.0,1.0,0.0,8.66666666667,67.5,0.0,0.0,0.0
2011-04-18 05:11:00,115.549333333,202.221333333,3.33333333333,0.0,4.0,6.0,0.266666666667,0.0,0.0,12.5,7.5,0.0,0.0,3.0,0.0,1.0,0.0,165.866666667,1.0,1.06666666667,0.0,8.5,67.5,0.0,0.0,0.0
2011-04-18 05:12:00,115.968,201.788833333,3.73333333333,0.0,4.0,6.06666666667,0.0666666666667,0.0,0.0,12.5,7.5,0.0,0.0,3.0,0.0,1.0,0.0,165.133333333,1.0,1.53333333333,0.0,8.16666666667,67.5,0.0,0.0,0.0
2011-04-18 05:13:00,116.251935484,201.50483871,3.14285714286,0.0,4.0,6.14285714286,0.0,0.0,0.0,12.5,7.14285714286,0.0,0.0,3.0,0.0,1.0,0.0,164.714285714,1.14285714286,1.71428571429,0.0,8.21428571429,67.5,0.0,0.0,0.0
2011-04-18 05:14:00,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-18 05:15:00,114.945434783,200.551956522,3.66666666667,0.0,4.0,6.0,0.166666666667,0.0,0.0,12.5,7.5,0.0,0.0,3.0,0.0,1.0,0.0,163.166666667,1.0,1.66666666667,0.0,9.16666666667,67.5,0.0,0.0,0.0
2011-04-18 05:16:00,114.744385965,199.428947368,3.57142857143,0.0,4.0,6.0,0.357142857143,0.0,0.0,12.5,7.5,0.0,0.0,3.0,0.0,1.0,0.0,162.285714286,1.0,2.0,0.0,8.92857142857,67.6785714286,0.0,0.178571428571,0.0
2011-04-18 05:17:00,114.935740741,198.850925926,3.5,0.0,4.0,6.0,0.0833333333333,0.0,0.0,12.5,7.5,0.0,0.0,3.0,0.0,1.0,0.0,161.333333333,1.0,2.0,0.0,8.95833333333,67.5,0.0,0.0,0.0
2011-04-18 05:18:00,115.042333333,198.362666667,3.375,0.0,4.0,6.0,0.0625,0.0,0.0,12.5,7.5,0.0,0.0,3.0,0.0,1.0,0.0,160.875,1.0,1.9375,0.0,8.125,67.5,0.0,0.15625,0.0
2011-04-18 05:19:00,115.095,197.588833333,3.14285714286,0.0,4.0,6.0,0.142857142857,0.0,0.0,12.5,7.5,0.0,0.0,3.07142857143,0.0,1.0,0.0,159.857142857,1.0,2.0,0.0,8.39285714286,67.5,0.0,0.0,0.0
2011-04-18 05:20:00,115.214,196.854,3.125,0.0,4.0,6.0,0.125,0.0,0.0,12.5,7.5,0.0,0.0,3.0625,0.0,1.0,0.0,158.9375,1.0,2.0,0.0,8.4375,67.5,0.0,0.0,0.0
2011-04-18 05:21:00,115.395227273,195.888636364,3.1,0.0,4.0,6.1,0.1,0.0,0.0,12.5,7.5,0.0,0.0,3.0,0.0,1.0,0.0,158.5,1.0,2.0,0.0,8.75,67.5,0.0,0.0,0.0
2011-04-18 05:22:00,115.331351351,195.549189189,3.25,0.0,4.0,6.0,0.125,0.0,0.0,12.5,7.5,0.0,0.0,3.0,0.0,1.0,0.0,157.5,1.0,2.0,0.0,8.75,67.5,0.0,0.0,0.0
2011-04-18 05:23:00,115.278666667,194.788833333,3.66666666667,0.0,4.0,6.06666666667,0.133333333333,0.0,0.0,12.5,7.5,0.0,0.0,3.0,0.0,1.0,0.0,157.2,1.0,1.93333333333,0.0,8.33333333333,67.5,0.0,0.166666666667,0.0
2011-04-18 05:24:00,115.181333333,91.8976666667,3.3125,0.0,4.0,6.125,0.125,0.0,0.0,12.5,5.46875,0.0,0.0,3.0,0.0,1.0,0.0,29.6875,1.0,1.9375,0.0,8.4375,67.5,0.0,0.15625,0.0
2011-04-18 05:25:00,114.805892857,67.7114285714,3.41666666667,0.0,4.0,6.16666666667,0.0,0.0,0.0,12.5,5.0,0.0,0.0,3.0,0.0,1.0,0.0,0.5,1.0,1.91666666667,0.0,8.125,67.5,0.0,0.0,0.0
2011-04-18 05:26:00,114.67637931,67.7148275862,3.5,0.0,4.0,6.14285714286,0.142857142857,0.0,0.0,12.5,5.0,0.0,0.0,3.07142857143,0.0,1.0,0.0,0.571428571429,1.07142857143,2.0,0.0,8.75,67.5,0.0,0.0,0.0
2011-04-18 05:27:00,115.840166667,67.701,3.53333333333,0.0,4.0,6.2,0.0666666666667,0.0,0.0,12.5,5.0,0.0,0.0,3.0,0.0,1.0,0.0,0.733333333333,1.0,1.73333333333,0.0,8.16666666667,67.5,0.0,0.333333333333,0.0
2011-04-18 05:28:00,115.893333333,67.6658333333,3.4,0.0,4.0,6.13333333333,0.0666666666667,0.0,0.0,12.5,5.0,0.0,0.0,3.0,0.0,1.0,0.0,0.466666666667,1.0,1.66666666667,0.0,8.16666666667,67.5,0.0,0.0,0.0
2011-04-18 05:29:00,116.007333333,67.6783333333,3.5,0.0,4.0,6.14285714286,0.142857142857,0.0,0.0,12.5,5.0,0.0,0.0,3.0,0.0,1.0,0.0,0.5,1.0,1.5,0.0,8.03571428571,67.5,0.0,0.0,0.0
2011-04-18 05:30:00,116.1345,67.6701666667,3.4,0.0,4.0,6.06666666667,0.0,0.0,0.0,12.5,5.0,0.0,0.0,3.0,0.0,1.0,0.0,0.6,1.0,1.53333333333,0.0,8.66666666667,67.5,0.0,0.333333333333,0.0
2011-04-18 05:31:00,115.2015,67.6481666667,3.4,0.0,4.0,6.0,0.0,0.0,0.0,12.5,5.0,0.0,0.0,3.0,0.0,1.0,0.0,0.6,1.0,1.66666666667,0.0,8.83333333333,67.5,0.0,0.166666666667,0.0
2011-04-18 05:32:00,114.723,67.661,3.5,0.0,4.0,6.0,0.0625,0.0,0.0,12.5,5.0,0.0,0.0,3.0,0.0,1.0,0.0,0.5625,1.0,1.75,0.0,8.28125,67.5,0.0,0.0,0.0
2011-04-18 05:33:00,114.607333333,67.7256666667,3.33333333333,0.0,4.0,6.0,0.333333333333,0.0,0.0,12.5,5.0,0.0,0.0,3.0,0.0,1.0,0.0,0.6,1.0,1.86666666667,0.0,8.66666666667,67.5,0.0,0.0,0.0
2011-04-18 05:34:00,114.651333333,67.6628333333,3.33333333333,0.0,4.0,6.06666666667,0.133333333333,0.0,0.0,12.5,5.0,0.0,0.0,3.0,0.0,1.0,0.0,0.333333333333,1.0,1.73333333333,0.0,8.83333333333,67.5,0.0,0.166666666667,0.0
2011-04-18 05:35:00,114.434166667,68.0218333333,4.13333333333,0.0,4.0,6.0,0.133333333333,0.0,0.0,12.5,5.0,0.0,0.0,3.0,0.0,1.0,0.0,0.8,1.06666666667,1.6,0.0,8.5,67.5,0.0,0.166666666667,0.0
2011-04-18 05:36:00,114.443833333,68.0155,4.13333333333,0.0,4.0,6.06666666667,0.0666666666667,0.0,0.0,12.5,5.0,0.0,0.0,3.0,0.0,1.0,0.0,0.6,1.06666666667,1.8,0.0,8.16666666667,67.5,0.0,0.0,0.0
2011-04-18 05:37:00,114.431333333,68.0436666667,4.0,0.0,4.0,6.06666666667,0.0,0.0,0.0,12.5,5.0,0.0,0.0,3.0,0.0,1.0,0.0,0.466666666667,1.0,1.86666666667,0.0,8.33333333333,67.5,0.0,0.0,0.0
2011-04-18 05:38:00,114.337833333,67.965,4.06666666667,0.0,4.0,6.06666666667,0.133333333333,0.0,0.0,12.5,5.0,0.0,0.0,3.0,0.0,1.0,0.0,0.6,1.0,1.06666666667,0.0,8.0,67.5,0.0,0.166666666667,0.0
2011-04-18 05:39:00,114.2715,67.981,4.125,0.0,4.0,6.0625,0.0,0.0,0.0,12.5,5.0,0.0,0.0,3.0,0.0,1.0,0.0,0.625,1.0,1.0625,0.0,8.75,67.5,0.0,0.15625,0.0
2011-04-18 05:40:00,114.2805,67.984,4.13333333333,0.0,4.0,6.0,0.0,0.0,0.0,12.5,5.0,0.0,0.0,3.0,0.0,1.0,0.0,0.4,1.0,1.13333333333,0.0,7.83333333333,67.5,0.0,0.166666666667,0.0
2011-04-18 05:41:00,113.904833333,67.7843333333,4.0,0.0,4.0,6.0,0.0666666666667,0.0,0.0,12.5,5.0,0.0,0.0,3.0,0.0,1.0,0.0,0.666666666667,1.0,1.26666666667,0.0,8.66666666667,67.5,0.0,0.0,0.0
2011-04-18 05:42:00,114.535,67.784,4.0,0.0,4.0,6.0,0.133333333333,0.0,0.0,12.5,5.0,0.0,0.0,3.0,0.0,1.0,0.0,0.4,1.0,1.4,0.0,8.83333333333,67.5,0.0,0.0,0.0
2011-04-18 05:43:00,115.071166667,67.7845,4.06666666667,0.0,4.0,6.0,0.0666666666667,0.0,0.0,12.5,5.0,0.0,0.0,3.0,0.0,1.0,0.0,0.533333333333,1.0,1.0,0.0,8.5,67.6666666667,0.0,0.0,0.0
2011-04-18 05:44:00,115.020833333,67.734,4.06666666667,0.0,4.0,6.0,0.133333333333,0.0,0.0,12.5,5.0,0.0,0.0,3.0,0.0,1.0,0.0,0.533333333333,1.0,1.13333333333,0.0,8.5,67.5,0.0,0.166666666667,0.0
2011-04-18 05:45:00,115.194,67.879,4.13333333333,0.0,4.0,6.0,0.0666666666667,0.0,0.0,12.5,5.0,0.0,0.0,3.0,0.0,1.0,0.0,0.533333333333,1.0,1.06666666667,0.0,8.0,67.5,0.0,0.166666666667,0.0
2011-04-18 05:46:00,115.101666667,67.6785,4.13333333333,0.0,4.0,6.0,0.0666666666667,0.0,0.0,12.5,5.0,0.0,0.0,3.0,0.0,1.0,0.0,0.533333333333,1.06666666667,1.0,0.0,8.5,67.5,0.0,0.0,0.0
2011-04-18 05:47:00,114.1,67.7021666667,4.06666666667,0.0,4.0,6.0,0.2,0.0,0.0,12.5,5.0,0.0,0.0,3.0,0.0,1.0,0.0,0.733333333333,1.0,1.0,0.0,8.33333333333,67.5,0.0,0.0,0.0
2011-04-18 05:48:00,114.196833333,67.7465,4.2,0.0,4.0,6.0,0.0,0.0,0.0,12.5,5.0,0.0,0.0,3.0,0.0,1.0,0.0,0.6,1.0,1.0,0.0,8.66666666667,67.5,0.0,0.0,0.0
2011-04-18 05:49:00,114.393833333,67.9573333333,4.33333333333,0.0,4.0,6.0,0.266666666667,0.0,0.0,12.5,5.0,0.0,0.0,3.0,0.0,1.0,0.0,0.466666666667,1.06666666667,1.2,0.0,9.16666666667,67.5,0.0,0.333333333333,0.0
2011-04-18 05:50:00,114.329166667,68.0996666667,4.66666666667,0.0,4.0,6.0,0.0,0.0,0.0,12.5,5.0,0.0,0.0,3.0,0.0,1.0,0.0,0.533333333333,1.0,1.0,0.0,8.33333333333,67.5,0.0,0.0,0.0
2011-04-18 05:51:00,114.140166667,67.8868333333,4.53333333333,0.0,4.0,6.0,0.0666666666667,0.0,0.0,12.5,5.0,0.0,0.0,3.0,0.0,1.0,0.0,0.733333333333,1.0,1.0,0.0,8.33333333333,67.5,0.0,0.0,0.0
2011-04-18 05:52:00,113.989666667,67.8581666667,4.33333333333,0.0,4.0,6.0,0.0666666666667,0.0,0.0,12.5,5.0,0.0,0.0,3.0,0.0,1.0,0.0,0.733333333333,1.0,1.0,0.0,8.33333333333,67.5,0.0,0.0,0.0
2011-04-18 05:53:00,114.001333333,67.6188333333,4.0,0.0,4.0,6.0,0.0,0.0,0.0,12.5,5.0,0.0,0.0,3.0,0.0,1.0,0.0,0.8,1.0,1.0,0.0,8.33333333333,67.5,0.0,0.0,0.0
2011-04-18 05:54:00,114.119,67.4383333333,3.4375,0.0,4.0,6.0,0.0,0.0,0.0,12.5,5.0,0.0,0.0,3.0,0.0,1.0,0.0,0.625,1.0,1.0,0.0,7.8125,67.65625,0.0,0.0,0.0
2011-04-18 05:55:00,114.262,67.4243333333,3.4,0.0,4.0,6.0,0.2,0.0,0.0,12.5,5.0,0.0,0.0,3.0,0.0,1.0,0.0,0.666666666667,1.0,1.0,0.0,8.0,67.5,0.0,0.0,0.0
2011-04-18 05:56:00,114.009333333,67.3698333333,3.46666666667,0.0,4.0,6.0,0.0,0.0,0.0,12.5,5.0,0.0,0.0,3.0,0.0,1.0,0.0,0.6,1.0,1.0,0.0,7.83333333333,67.5,0.0,0.0,0.0
2011-04-18 05:57:00,114.397166667,67.4603333333,3.46666666667,0.0,4.0,6.0,0.0,0.0,0.0,12.5,5.0,0.0,0.0,3.0,0.0,1.0,0.0,0.6,1.0,1.0,0.0,8.0,67.5,0.0,0.0,0.0
2011-04-18 05:58:00,115.0975,67.3251666667,3.46666666667,0.0,4.0,6.0,0.0,0.0,0.0,12.5,5.0,0.0,0.0,3.0,0.0,1.0,0.0,0.466666666667,1.0,1.0,0.0,8.0,67.5,0.0,0.0,0.0
2011-04-18 05:59:00,115.136833333,67.4091666667,3.35714285714,0.0,4.0,6.0,0.0,0.0,0.0,12.5,5.0,0.0,0.0,3.0,0.0,1.0,0.0,0.642857142857,1.0,1.0,0.0,7.85714285714,67.5,0.0,0.0,0.0
2011-04-18 06:00:00,115.1985,67.5341666667,3.6,0.0,4.0,6.0,0.0,0.0,0.0,12.5,5.0,0.0,0.0,3.0,0.0,1.0,0.0,0.666666666667,1.0,1.0,0.0,7.5,67.6666666667,0.0,0.166666666667,0.0
2011-04-18 06:01:00,115.375833333,67.5716666667,3.53333333333,0.0,4.0,6.13333333333,0.0,0.0,0.0,12.5,5.0,0.0,0.0,3.0,0.0,1.0,0.0,0.733333333333,1.0,1.0,0.0,7.66666666667,67.5,0.0,0.5,0.0
2011-04-18 06:02:00,114.5705,67.6131666667,3.66666666667,0.0,4.0,6.2,0.133333333333,0.0,0.0,12.5,5.0,0.0,0.0,3.0,0.0,1.0,0.0,0.533333333333,1.0,1.06666666667,0.0,8.33333333333,67.5,0.0,0.166666666667,0.0
2011-04-18 06:03:00,114.395833333,196.560833333,3.5,0.0,4.0,6.0,0.0,0.0,0.0,12.5,7.03125,0.0,0.0,3.0,0.0,1.0,0.0,149.125,1.0,1.0,0.0,8.59375,67.5,0.0,0.0,0.0
2011-04-18 06:04:00,114.501833333,208.976166667,3.73333333333,0.0,4.0,6.06666666667,0.0,0.0,0.0,12.5,7.5,0.0,0.0,3.0,0.0,1.0,0.0,171.6,1.0,1.13333333333,0.0,8.0,67.5,0.0,0.0,0.0
2011-04-18 06:05:00,114.459833333,205.761,3.46666666667,0.0,4.0,6.0,0.0666666666667,0.0,0.0,12.5,7.5,0.0,0.0,3.0,0.0,1.0,0.0,168.8,1.0,1.0,0.0,8.33333333333,67.5,0.0,0.0,0.0
2011-04-18 06:06:00,114.413833333,204.6645,3.6,0.0,4.0,6.0,0.0666666666667,0.0,0.0,12.5,7.5,0.0,0.0,3.0,0.0,1.0,0.0,167.8,1.06666666667,1.0,0.0,8.16666666667,67.5,0.0,0.0,0.0
2011-04-18 06:07:00,114.545666667,204.382,3.73333333333,0.0,4.0,6.06666666667,0.0666666666667,0.0,0.0,12.5,7.5,0.0,0.0,3.0,0.0,1.0,0.0,166.6,1.0,1.06666666667,0.0,8.33333333333,67.5,0.0,0.0,0.0
2011-04-18 06:08:00,114.520333333,203.213,3.53333333333,0.0,4.0,6.0,0.0,0.0,0.0,12.5,7.5,0.0,0.0,3.0,0.0,1.0,0.0,166.066666667,1.0,1.0,0.0,8.33333333333,67.6666666667,0.0,0.0,0.0
2011-04-18 06:09:00,114.615833333,202.402833333,3.6875,0.0,4.0,6.0625,0.0625,0.0,0.0,12.5,7.5,0.0,0.0,3.0,0.0,1.0,0.0,165.0,1.0,1.0,0.0,8.28125,67.5,0.0,0.0,0.0
2011-04-18 06:10:00,114.644833333,201.782666667,3.6,0.0,4.0,6.06666666667,0.0,0.0,0.0,12.6666666667,7.5,0.0,0.0,3.0,0.0,1.0,0.0,164.133333333,1.06666666667,1.0,0.0,9.0,67.5,0.0,0.0,0.0
2011-04-18 06:11:00,114.557166667,201.115833333,3.46666666667,0.0,4.0,6.06666666667,0.0,0.0,0.0,12.5,7.5,0.0,0.0,3.0,0.0,1.0,0.0,163.733333333,1.0,1.06666666667,0.0,8.0,67.6666666667,0.0,0.166666666667,0.0
